185	\N	EXT185	Lower Business Reporting	INITIATIVE	RETIRED	Lower Business Reporting	\N	2020-06-24	2022-03-27	waltz-sample	190
186	\N	EXT186	Enhance Global Processes	INITIATIVE	DEVELOPMENT	Enhance Global Processes	\N	2020-06-24	2021-05-25	waltz-sample	200
187	186	EXT187_186	Lower Governance Aggregation	PROGRAMME	DEVELOPMENT	Lower Governance Aggregation	\N	2020-06-24	2021-12-28	waltz-sample	110
188	187	EXT188_187	Deliver Compliance Trends	PROJECT	CONCEPTUAL	Deliver Compliance Trends	\N	2020-06-24	2020-08-06	waltz-sample	160
189	187	EXT189_187	Manage Business Operations	PROJECT	RETIRED	Manage Business Operations	\N	2020-06-24	2021-01-14	waltz-sample	60
190	186	EXT190_186	Lower Global Trends	PROGRAMME	PRODUCTION	Lower Global Trends	\N	2020-06-24	2021-06-29	waltz-sample	160
191	190	EXT191_190	Adapt to Compliance Trends	PROJECT	RETIRED	Adapt to Compliance Trends	\N	2020-06-24	2021-03-07	waltz-sample	260
192	190	EXT192_190	Undertake Regional Structures	PROJECT	CONCEPTUAL	Undertake Regional Structures	\N	2020-06-24	2022-04-18	waltz-sample	100
193	190	EXT193_190	Restructure Global Standards	PROJECT	CONCEPTUAL	Restructure Global Standards	\N	2020-06-24	2022-03-14	waltz-sample	160
194	186	EXT194_186	Deliver Regional Processes	PROGRAMME	DEVELOPMENT	Deliver Regional Processes	\N	2020-06-24	2021-04-07	waltz-sample	20
195	194	EXT195_194	Manage Regulatory Structures	PROJECT	RETIRED	Manage Regulatory Structures	\N	2020-06-24	2020-09-30	waltz-sample	150
196	194	EXT196_194	Enhance Compliance Reporting	PROJECT	RETIRED	Enhance Compliance Reporting	\N	2020-06-24	2021-12-29	waltz-sample	30
197	\N	EXT197	Perform Regulatory Structures	INITIATIVE	CONCEPTUAL	Perform Regulatory Structures	\N	2020-06-24	2020-07-13	waltz-sample	230
198	\N	EXT198	Undertake Governance Aggregation	INITIATIVE	RETIRED	Undertake Governance Aggregation	\N	2020-06-24	2021-12-19	waltz-sample	90
199	198	EXT199_198	Meet Customer Reporting	PROGRAMME	DEVELOPMENT	Meet Customer Reporting	\N	2020-06-24	2021-07-24	waltz-sample	110
200	199	EXT200_199	Analyze Enterprise Structures	PROJECT	PRODUCTION	Analyze Enterprise Structures	\N	2020-06-24	2021-07-11	waltz-sample	200
201	199	EXT201_199	Adapt to Tactical Trends	PROJECT	DEVELOPMENT	Adapt to Tactical Trends	\N	2020-06-24	2021-01-22	waltz-sample	170
202	199	EXT202_199	Lead Business Processes	PROJECT	CONCEPTUAL	Lead Business Processes	\N	2020-06-24	2021-09-04	waltz-sample	80
203	198	EXT203_198	Deliver Business Trends	PROGRAMME	RETIRED	Deliver Business Trends	\N	2020-06-24	2022-04-02	waltz-sample	130
204	203	EXT204_203	Change Regional Trends	PROJECT	DEVELOPMENT	Change Regional Trends	\N	2020-06-24	2021-01-09	waltz-sample	20
205	203	EXT205_203	Deliver Compliance Operations	PROJECT	PRODUCTION	Deliver Compliance Operations	\N	2020-06-24	2020-07-12	waltz-sample	60
206	203	EXT206_203	Enhance Auditor Initiatives	PROJECT	DEVELOPMENT	Enhance Auditor Initiatives	\N	2020-06-24	2021-09-14	waltz-sample	30
207	198	EXT207_198	Reduce Global Processes	PROGRAMME	CONCEPTUAL	Reduce Global Processes	\N	2020-06-24	2021-06-01	waltz-sample	80
208	207	EXT208_207	Change Enterprise Structures	PROJECT	DEVELOPMENT	Change Enterprise Structures	\N	2020-06-24	2020-08-07	waltz-sample	140
209	\N	EXT209	Perform Tactical Reporting	INITIATIVE	PRODUCTION	Perform Tactical Reporting	\N	2020-06-24	2021-04-16	waltz-sample	200
210	\N	EXT210	Invest in Business Standards	INITIATIVE	CONCEPTUAL	Invest in Business Standards	\N	2020-06-24	2020-11-13	waltz-sample	80
211	210	EXT211_210	Change Auditor Initiatives	PROGRAMME	DEVELOPMENT	Change Auditor Initiatives	\N	2020-06-24	2021-06-14	waltz-sample	160
212	211	EXT212_211	Lead Compliance Structures	PROJECT	DEVELOPMENT	Lead Compliance Structures	\N	2020-06-24	2021-10-08	waltz-sample	220
213	\N	EXT213	Prioritise Global Trends	INITIATIVE	DEVELOPMENT	Prioritise Global Trends	\N	2020-06-24	2020-07-17	waltz-sample	50
214	213	EXT214_213	Manage Industry Structures	PROGRAMME	DEVELOPMENT	Manage Industry Structures	\N	2020-06-24	2021-02-12	waltz-sample	90
215	214	EXT215_214	Enhance Market Processes	PROJECT	DEVELOPMENT	Enhance Market Processes	\N	2020-06-24	2022-03-27	waltz-sample	30
216	\N	EXT216	Prioritise Market Processes	INITIATIVE	RETIRED	Prioritise Market Processes	\N	2020-06-24	2021-09-18	waltz-sample	120
217	\N	EXT217	Reduce Compliance Standards	INITIATIVE	PRODUCTION	Reduce Compliance Standards	\N	2020-06-24	2021-11-30	waltz-sample	160
218	217	EXT218_217	Invest in Enterprise Initiatives	PROGRAMME	RETIRED	Invest in Enterprise Initiatives	\N	2020-06-24	2022-05-17	waltz-sample	10
219	218	EXT219_218	Reduce Global Aggregation	PROJECT	PRODUCTION	Reduce Global Aggregation	\N	2020-06-24	2022-03-25	waltz-sample	180
220	218	EXT220_218	Enhance Industry Reporting	PROJECT	CONCEPTUAL	Enhance Industry Reporting	\N	2020-06-24	2021-04-05	waltz-sample	60
221	218	EXT221_218	Manage Customer Standards	PROJECT	CONCEPTUAL	Manage Customer Standards	\N	2020-06-24	2021-06-28	waltz-sample	120
222	217	EXT222_217	Adapt to Industry Initiatives	PROGRAMME	CONCEPTUAL	Adapt to Industry Initiatives	\N	2020-06-24	2021-01-03	waltz-sample	250
223	217	EXT223_217	Deliver Auditor Structures	PROGRAMME	CONCEPTUAL	Deliver Auditor Structures	\N	2020-06-24	2022-06-18	waltz-sample	170
224	223	EXT224_223	Lower Auditor Reporting	PROJECT	DEVELOPMENT	Lower Auditor Reporting	\N	2020-06-24	2020-12-21	waltz-sample	110
225	223	EXT225_223	Undertake Regulatory Operations	PROJECT	RETIRED	Undertake Regulatory Operations	\N	2020-06-24	2022-04-19	waltz-sample	180
226	223	EXT226_223	Manage Market Aggregation	PROJECT	RETIRED	Manage Market Aggregation	\N	2020-06-24	2021-06-30	waltz-sample	240
227	\N	EXT227	Invest in Industry Aggregation	INITIATIVE	PRODUCTION	Invest in Industry Aggregation	\N	2020-06-24	2022-01-09	waltz-sample	10
228	\N	EXT228	Lead Enterprise Trends	INITIATIVE	PRODUCTION	Lead Enterprise Trends	\N	2020-06-24	2021-04-01	waltz-sample	100
229	228	EXT229_228	Reduce Governance Standards	PROGRAMME	CONCEPTUAL	Reduce Governance Standards	\N	2020-06-24	2021-05-08	waltz-sample	230
230	229	EXT230_229	Adapt to Industry Standards	PROJECT	RETIRED	Adapt to Industry Standards	\N	2020-06-24	2021-06-06	waltz-sample	80
231	229	EXT231_229	Meet Customer Processes	PROJECT	PRODUCTION	Meet Customer Processes	\N	2020-06-24	2021-09-23	waltz-sample	300
232	229	EXT232_229	Invest in Business Processes	PROJECT	RETIRED	Invest in Business Processes	\N	2020-06-24	2020-11-29	waltz-sample	290
\.


